,min_lon,max_lon,max_height,max_width,start_time,harpnum,wavelength,fits_fullpath,label
3447,-999999.0,-999999.0,227,369,2018-06-18T15:41:59Z,7275,304,/data/linn/newpipe_compressed/neg/2018.06.18_15:48:00_7h@1h_AARP7275_304.fits,0
3448,3.6588,6.17575,123,230,2018-10-18T15:41:59Z,7313,304,/data/linn/newpipe_compressed/neg/2018.10.18_15:48:00_7h@1h_AARP7313_304.fits,0
3449,31.5138,34.7949,431,682,2018-06-01T15:41:47Z,7262,1600,/data/linn/newpipe_compressed/neg/2018.06.01_15:48:00_7h@1h_AARP7262_1600.fits,0
3450,11.6207,14.9921,161,358,2018-11-15T15:41:59Z,7323,193,/data/linn/newpipe_compressed/neg/2018.11.15_15:48:00_7h@1h_AARP7323_193.fits,0
3451,-999999.0,-999999.0,293,211,2018-08-04T15:41:59Z,7292,131,/data/linn/newpipe_compressed/neg/2018.08.04_15:48:00_7h@1h_AARP7292_131.fits,0
3452,-999999.0,-999999.0,137,210,2018-07-17T15:41:59Z,7287,131,/data/linn/newpipe_compressed/neg/2018.07.17_15:48:00_7h@1h_AARP7287_131.fits,0
3453,30.2889,33.792,271,416,2018-10-19T15:41:59Z,7312,131,/data/linn/newpipe_compressed/neg/2018.10.19_15:48:00_7h@1h_AARP7312_131.fits,0
3454,-17.4447,-14.3123,159,349,2018-05-25T15:41:59Z,7260,211,/data/linn/newpipe_compressed/neg/2018.05.25_15:48:00_7h@1h_AARP7260_211.fits,0
3455,-999999.0,-999999.0,285,123,2018-02-03T15:41:59Z,7237,335,/data/linn/newpipe_compressed/neg/2018.02.03_15:48:00_7h@1h_AARP7237_335.fits,0
3456,10.8478,14.1704,231,298,2018-01-18T15:41:59Z,7229,335,/data/linn/newpipe_compressed/neg/2018.01.18_15:48:00_7h@1h_AARP7229_335.fits,0
3457,30.9308,34.518,341,579,2018-04-27T15:41:47Z,7251,1600,/data/linn/newpipe_compressed/neg/2018.04.27_15:48:00_7h@1h_AARP7251_1600.fits,0
3458,-6.67858,-3.43738,123,222,2018-01-03T15:41:59Z,7220,211,/data/linn/newpipe_compressed/neg/2018.01.03_15:48:00_7h@1h_AARP7220_211.fits,0
3459,-999999.0,28.9606,135,147,2018-09-20T15:41:59Z,7307,304,/data/linn/newpipe_compressed/neg/2018.09.20_15:48:00_7h@1h_AARP7307_304.fits,0
3460,-999999.0,-999999.0,239,138,2018-07-28T15:41:59Z,7290,131,/data/linn/newpipe_compressed/neg/2018.07.28_15:48:00_7h@1h_AARP7290_131.fits,0
3461,59.5928,62.9405,495,392,2018-07-19T15:41:59Z,7283,94,/data/linn/newpipe_compressed/neg/2018.07.19_15:48:00_7h@1h_AARP7283_94.fits,0
3462,8.06829,11.2811,101,197,2018-01-01T15:41:59Z,7221,131,/data/linn/newpipe_compressed/neg/2018.01.01_15:48:00_7h@1h_AARP7221_131.fits,0
3463,-999999.0,-999999.0,183,110,2018-05-28T15:41:59Z,7261,131,/data/linn/newpipe_compressed/neg/2018.05.28_15:48:00_7h@1h_AARP7261_131.fits,0
3464,47.7691,51.6024,169,313,2018-05-12T15:41:59Z,7254,304,/data/linn/newpipe_compressed/neg/2018.05.12_15:48:00_7h@1h_AARP7254_304.fits,0
3465,-999999.0,-6.43459,83,125,2017-12-21T15:41:59Z,7213,171,/data/linn/newpipe_compressed/neg/2017.12.21_15:48:00_7h@1h_AARP7213_171.fits,0
3466,-41.8692,-38.1633,151,226,2018-09-03T15:41:59Z,7302,131,/data/linn/newpipe_compressed/neg/2018.09.03_15:48:00_7h@1h_AARP7302_131.fits,0
3467,-6.90603,-3.79819,318,742,2018-06-17T15:41:59Z,7269,211,/data/linn/newpipe_compressed/neg/2018.06.17_15:48:00_7h@1h_AARP7269_211.fits,0
3468,-30.6757,-27.4182,203,325,2018-03-07T15:41:59Z,7242,131,/data/linn/newpipe_compressed/neg/2018.03.07_15:48:00_7h@1h_AARP7242_131.fits,0
3469,-17.4447,-14.3123,159,349,2018-05-25T15:41:59Z,7260,304,/data/linn/newpipe_compressed/neg/2018.05.25_15:48:00_7h@1h_AARP7260_304.fits,0
3470,-999999.0,-999999.0,249,210,2017-12-30T15:41:59Z,7211,211,/data/linn/newpipe_compressed/neg/2017.12.30_15:48:00_7h@1h_AARP7211_211.fits,0
3471,-999999.0,-12.442,99,236,2017-12-21T15:41:59Z,7214,131,/data/linn/newpipe_compressed/neg/2017.12.21_15:48:00_7h@1h_AARP7214_131.fits,0
3472,-76.1473,-72.3843,431,402,2018-05-24T15:41:59Z,7262,304,/data/linn/newpipe_compressed/neg/2018.05.24_15:48:00_7h@1h_AARP7262_304.fits,0
3473,-999999.0,-999999.0,161,113,2018-06-22T15:41:59Z,7274,304,/data/linn/newpipe_compressed/neg/2018.06.22_15:48:00_7h@1h_AARP7274_304.fits,0
3474,-999999.0,-999999.0,213,254,2018-03-05T15:41:59Z,7242,171,/data/linn/newpipe_compressed/neg/2018.03.05_15:48:00_7h@1h_AARP7242_171.fits,0
3475,11.0222,14.2208,119,253,2018-01-09T15:41:59Z,7227,171,/data/linn/newpipe_compressed/neg/2018.01.09_15:48:00_7h@1h_AARP7227_171.fits,0
3476,10.9313,14.4541,193,252,2018-03-10T15:41:59Z,7241,193,/data/linn/newpipe_compressed/neg/2018.03.10_15:48:00_7h@1h_AARP7241_193.fits,0
3477,-1.92563,1.50371,185,240,2018-03-09T15:41:59Z,7241,94,/data/linn/newpipe_compressed/neg/2018.03.09_15:48:00_7h@1h_AARP7241_94.fits,0
3478,-21.8262,-18.5468,334,616,2018-04-23T15:41:59Z,7251,211,/data/linn/newpipe_compressed/neg/2018.04.23_15:48:00_7h@1h_AARP7251_211.fits,0
3479,-28.7503,-25.5378,83,152,2018-07-20T15:41:59Z,7288,94,/data/linn/newpipe_compressed/neg/2018.07.20_15:48:00_7h@1h_AARP7288_94.fits,0
3480,-999999.0,-999999.0,283,143,2018-10-10T15:41:59Z,7312,193,/data/linn/newpipe_compressed/neg/2018.10.10_15:48:00_7h@1h_AARP7312_193.fits,0
3481,24.8579,28.2458,249,281,2018-08-12T15:41:59Z,7293,171,/data/linn/newpipe_compressed/neg/2018.08.12_15:48:00_7h@1h_AARP7293_171.fits,0
3482,-4.98203,-1.62785,263,376,2018-08-09T15:41:59Z,7292,304,/data/linn/newpipe_compressed/neg/2018.08.09_15:48:00_7h@1h_AARP7292_304.fits,0
3483,-75.5982,-72.021,339,254,2018-04-19T15:41:59Z,7251,193,/data/linn/newpipe_compressed/neg/2018.04.19_15:48:00_7h@1h_AARP7251_193.fits,0
3484,-61.731,-58.4318,333,383,2018-04-20T15:41:59Z,7251,94,/data/linn/newpipe_compressed/neg/2018.04.20_15:48:00_7h@1h_AARP7251_94.fits,0
3485,-999999.0,-1.65936,91,150,2018-01-20T15:41:59Z,7230,131,/data/linn/newpipe_compressed/neg/2018.01.20_15:48:00_7h@1h_AARP7230_131.fits,0
3486,-10.4381,-7.01526,287,425,2018-06-24T15:41:59Z,7276,335,/data/linn/newpipe_compressed/neg/2018.06.24_15:48:00_7h@1h_AARP7276_335.fits,0
3487,-43.3608,-40.0927,239,284,2018-01-14T15:41:59Z,7229,193,/data/linn/newpipe_compressed/neg/2018.01.14_15:48:00_7h@1h_AARP7229_193.fits,0
3488,7.8921,10.9372,267,379,2018-08-10T15:41:59Z,7292,193,/data/linn/newpipe_compressed/neg/2018.08.10_15:48:00_7h@1h_AARP7292_193.fits,0
3489,-999999.0,-999999.0,133,281,2018-02-09T15:41:59Z,7236,211,/data/linn/newpipe_compressed/neg/2018.02.09_15:48:00_7h@1h_AARP7236_211.fits,0
3490,-999999.0,-999999.0,227,369,2018-06-18T15:41:59Z,7275,131,/data/linn/newpipe_compressed/neg/2018.06.18_15:48:00_7h@1h_AARP7275_131.fits,0
3491,9.07566,12.5872,165,283,2018-09-08T15:41:59Z,7304,211,/data/linn/newpipe_compressed/neg/2018.09.08_15:48:00_7h@1h_AARP7304_211.fits,0
3492,-999999.0,-999999.0,97,162,2018-04-20T15:41:59Z,7253,335,/data/linn/newpipe_compressed/neg/2018.04.20_15:48:00_7h@1h_AARP7253_335.fits,0
3493,1.18661,4.91582,167,276,2018-02-03T15:41:59Z,7235,335,/data/linn/newpipe_compressed/neg/2018.02.03_15:48:00_7h@1h_AARP7235_335.fits,0
3494,-999999.0,-999999.0,47,111,2018-06-03T15:41:59Z,7266,304,/data/linn/newpipe_compressed/neg/2018.06.03_15:48:00_7h@1h_AARP7266_304.fits,0
3495,-0.05713,3.19205,454,719,2018-07-14T15:41:59Z,7283,193,/data/linn/newpipe_compressed/neg/2018.07.14_15:48:00_7h@1h_AARP7283_193.fits,0
3496,-999999.0,-999999.0,57,103,2018-10-09T15:41:59Z,7311,131,/data/linn/newpipe_compressed/neg/2018.10.09_15:48:00_7h@1h_AARP7311_131.fits,0
3497,-29.6131,-26.2282,147,306,2018-08-16T15:41:59Z,7298,94,/data/linn/newpipe_compressed/neg/2018.08.16_15:48:00_7h@1h_AARP7298_94.fits,0
3498,30.2889,33.792,271,416,2018-10-19T15:41:59Z,7312,335,/data/linn/newpipe_compressed/neg/2018.10.19_15:48:00_7h@1h_AARP7312_335.fits,0
3499,17.1111,20.2986,276,599,2017-12-25T15:41:59Z,7211,171,/data/linn/newpipe_compressed/neg/2017.12.25_15:48:00_7h@1h_AARP7211_171.fits,0
3500,-999999.0,37.2873,113,197,2018-09-16T15:41:59Z,7308,94,/data/linn/newpipe_compressed/neg/2018.09.16_15:48:00_7h@1h_AARP7308_94.fits,0
3501,-46.3753,-42.8648,129,220,2017-12-31T15:41:59Z,7220,131,/data/linn/newpipe_compressed/neg/2017.12.31_15:48:00_7h@1h_AARP7220_131.fits,0
3502,-999999.0,-16.1148,101,199,2017-12-30T15:41:59Z,7221,193,/data/linn/newpipe_compressed/neg/2017.12.30_15:48:00_7h@1h_AARP7221_193.fits,0
3503,19.4432,22.6929,323,713,2018-06-19T15:41:59Z,7269,94,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7269_94.fits,0
3504,-999999.0,13.2272,91,135,2018-09-06T15:41:59Z,7303,335,/data/linn/newpipe_compressed/neg/2018.09.06_15:48:00_7h@1h_AARP7303_335.fits,0
3505,-33.0852,-29.6698,309,497,2018-05-11T15:41:59Z,7256,94,/data/linn/newpipe_compressed/neg/2018.05.11_15:48:00_7h@1h_AARP7256_94.fits,0
3506,-28.7503,-25.5378,83,152,2018-07-20T15:41:59Z,7288,131,/data/linn/newpipe_compressed/neg/2018.07.20_15:48:00_7h@1h_AARP7288_131.fits,0
3507,18.1598,21.4668,103,229,2018-12-14T15:41:59Z,7326,211,/data/linn/newpipe_compressed/neg/2018.12.14_15:48:00_7h@1h_AARP7326_211.fits,0
3508,3.06383,6.34372,83,122,2017-12-22T15:41:47Z,7213,1600,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7213_1600.fits,0
3509,42.7924,46.2326,241,525,2017-12-27T15:41:59Z,7211,193,/data/linn/newpipe_compressed/neg/2017.12.27_15:48:00_7h@1h_AARP7211_193.fits,0
3510,19.4432,22.6929,323,713,2018-06-19T15:41:59Z,7269,335,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7269_335.fits,0
3511,-999999.0,-999999.0,109,101,2018-08-12T15:41:59Z,7296,211,/data/linn/newpipe_compressed/neg/2018.08.12_15:48:00_7h@1h_AARP7296_211.fits,0
3512,34.9625,38.2502,195,282,2018-02-28T15:41:47Z,7240,1600,/data/linn/newpipe_compressed/neg/2018.02.28_15:48:00_7h@1h_AARP7240_1600.fits,0
3513,20.4607,23.8642,223,479,2018-08-24T15:41:59Z,7300,335,/data/linn/newpipe_compressed/neg/2018.08.24_15:48:00_7h@1h_AARP7300_335.fits,0
3514,-999999.0,12.7804,77,154,2018-10-19T15:41:59Z,7319,131,/data/linn/newpipe_compressed/neg/2018.10.19_15:48:00_7h@1h_AARP7319_131.fits,0
3515,-31.5379,-28.3528,95,138,2018-09-03T15:41:59Z,7303,131,/data/linn/newpipe_compressed/neg/2018.09.03_15:48:00_7h@1h_AARP7303_131.fits,0
3516,19.4432,22.6929,323,713,2018-06-19T15:41:59Z,7269,304,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7269_304.fits,0
3517,-5.86085,-2.40834,59,120,2018-04-15T15:41:59Z,7249,94,/data/linn/newpipe_compressed/neg/2018.04.15_15:48:00_7h@1h_AARP7249_94.fits,0
3518,-999999.0,-999999.0,299,270,2018-06-30T15:41:59Z,7276,171,/data/linn/newpipe_compressed/neg/2018.06.30_15:48:00_7h@1h_AARP7276_171.fits,0
3519,-21.7606,-18.578,103,229,2018-12-11T15:41:59Z,7326,304,/data/linn/newpipe_compressed/neg/2018.12.11_15:48:00_7h@1h_AARP7326_304.fits,0
3520,2.013,5.83767,127,279,2018-02-08T15:41:59Z,7236,193,/data/linn/newpipe_compressed/neg/2018.02.08_15:48:00_7h@1h_AARP7236_193.fits,0
3521,-999999.0,-999999.0,41,73,2018-07-23T15:41:59Z,7289,335,/data/linn/newpipe_compressed/neg/2018.07.23_15:48:00_7h@1h_AARP7289_335.fits,0
3522,-999999.0,-999999.0,51,114,2017-12-23T15:41:59Z,7217,304,/data/linn/newpipe_compressed/neg/2017.12.23_15:48:00_7h@1h_AARP7217_304.fits,0
3523,-22.0598,-18.4544,227,441,2018-08-21T15:41:59Z,7299,193,/data/linn/newpipe_compressed/neg/2018.08.21_15:48:00_7h@1h_AARP7299_193.fits,0
3524,-6.27926,-2.56246,99,194,2017-12-31T15:41:59Z,7221,131,/data/linn/newpipe_compressed/neg/2017.12.31_15:48:00_7h@1h_AARP7221_131.fits,0
3525,-15.6227,-12.157,167,301,2018-04-15T15:41:59Z,7248,304,/data/linn/newpipe_compressed/neg/2018.04.15_15:48:00_7h@1h_AARP7248_304.fits,0
3526,-999999.0,-999999.0,71,127,2018-09-17T15:41:59Z,7306,211,/data/linn/newpipe_compressed/neg/2018.09.17_15:48:00_7h@1h_AARP7306_211.fits,0
3527,-6.22924,-2.83675,105,243,2018-01-07T15:41:59Z,7224,131,/data/linn/newpipe_compressed/neg/2018.01.07_15:48:00_7h@1h_AARP7224_131.fits,0
3528,27.1181,30.3441,125,243,2018-01-09T15:41:59Z,7228,193,/data/linn/newpipe_compressed/neg/2018.01.09_15:48:00_7h@1h_AARP7228_193.fits,0
3529,11.1424,14.5385,241,290,2018-08-11T15:41:59Z,7293,131,/data/linn/newpipe_compressed/neg/2018.08.11_15:48:00_7h@1h_AARP7293_131.fits,0
3530,-36.3485,-32.519,227,420,2018-06-19T15:41:59Z,7275,171,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7275_171.fits,0
3531,42.7924,46.2326,241,525,2017-12-27T15:41:59Z,7211,335,/data/linn/newpipe_compressed/neg/2017.12.27_15:48:00_7h@1h_AARP7211_335.fits,0
3532,-17.9003,-14.5661,93,136,2018-09-04T15:41:59Z,7303,211,/data/linn/newpipe_compressed/neg/2018.09.04_15:48:00_7h@1h_AARP7303_211.fits,0
3533,5.76103,9.00934,319,740,2018-06-18T15:41:59Z,7269,304,/data/linn/newpipe_compressed/neg/2018.06.18_15:48:00_7h@1h_AARP7269_304.fits,0
3534,-999999.0,-1.65936,91,150,2018-01-20T15:41:59Z,7230,171,/data/linn/newpipe_compressed/neg/2018.01.20_15:48:00_7h@1h_AARP7230_171.fits,0
3535,38.3907,41.9819,253,262,2018-08-13T15:41:59Z,7293,171,/data/linn/newpipe_compressed/neg/2018.08.13_15:48:00_7h@1h_AARP7293_171.fits,0
3536,-51.6407,-47.2185,145,231,2018-02-04T15:41:59Z,7236,211,/data/linn/newpipe_compressed/neg/2018.02.04_15:48:00_7h@1h_AARP7236_211.fits,0
3537,24.123,27.5684,165,271,2018-11-26T15:41:59Z,7324,131,/data/linn/newpipe_compressed/neg/2018.11.26_15:48:00_7h@1h_AARP7324_131.fits,0
3538,-19.9989,-16.5793,321,733,2018-06-16T15:41:59Z,7269,131,/data/linn/newpipe_compressed/neg/2018.06.16_15:48:00_7h@1h_AARP7269_131.fits,0
3539,24.0788,27.2464,237,298,2018-01-19T15:41:59Z,7229,335,/data/linn/newpipe_compressed/neg/2018.01.19_15:48:00_7h@1h_AARP7229_335.fits,0
3540,-55.505,-52.2484,159,247,2018-08-14T15:41:59Z,7298,335,/data/linn/newpipe_compressed/neg/2018.08.14_15:48:00_7h@1h_AARP7298_335.fits,0
3541,-56.0169,-52.7543,183,248,2018-04-12T15:41:47Z,7248,1600,/data/linn/newpipe_compressed/neg/2018.04.12_15:48:00_7h@1h_AARP7248_1600.fits,0
3542,-999999.0,-999999.0,133,231,2018-10-20T15:41:47Z,7313,1600,/data/linn/newpipe_compressed/neg/2018.10.20_15:48:00_7h@1h_AARP7313_1600.fits,0
3543,7.41877,11.1789,189,339,2018-03-10T15:41:59Z,7242,171,/data/linn/newpipe_compressed/neg/2018.03.10_15:48:00_7h@1h_AARP7242_171.fits,0
3544,-999999.0,-999999.0,133,281,2018-02-09T15:41:59Z,7236,171,/data/linn/newpipe_compressed/neg/2018.02.09_15:48:00_7h@1h_AARP7236_171.fits,0
3545,-999999.0,8.68323,123,227,2018-01-04T15:41:59Z,7220,131,/data/linn/newpipe_compressed/neg/2018.01.04_15:48:00_7h@1h_AARP7220_131.fits,0
3546,31.4847,34.6698,59,126,2018-05-18T15:41:59Z,7258,335,/data/linn/newpipe_compressed/neg/2018.05.18_15:48:00_7h@1h_AARP7258_335.fits,0
3547,-999999.0,-999999.0,143,201,2018-06-04T15:41:59Z,7267,304,/data/linn/newpipe_compressed/neg/2018.06.04_15:48:00_7h@1h_AARP7267_304.fits,0
3548,-24.774,-21.6518,135,276,2018-02-06T15:41:59Z,7236,131,/data/linn/newpipe_compressed/neg/2018.02.06_15:48:00_7h@1h_AARP7236_131.fits,0
3549,-999999.0,-999999.0,139,257,2018-09-16T15:41:59Z,7305,131,/data/linn/newpipe_compressed/neg/2018.09.16_15:48:00_7h@1h_AARP7305_131.fits,0
3550,-37.7361,-34.3529,291,407,2018-06-22T15:41:47Z,7276,1600,/data/linn/newpipe_compressed/neg/2018.06.22_15:48:00_7h@1h_AARP7276_1600.fits,0
3551,-999999.0,-999999.0,197,234,2018-10-04T15:41:59Z,7310,335,/data/linn/newpipe_compressed/neg/2018.10.04_15:48:00_7h@1h_AARP7310_335.fits,0
3552,-999999.0,-999999.0,119,252,2018-01-07T15:41:59Z,7227,131,/data/linn/newpipe_compressed/neg/2018.01.07_15:48:00_7h@1h_AARP7227_131.fits,0
3553,38.3907,41.9819,253,262,2018-08-13T15:41:59Z,7293,94,/data/linn/newpipe_compressed/neg/2018.08.13_15:48:00_7h@1h_AARP7293_94.fits,0
3554,4.28239,7.61404,209,499,2018-08-04T15:41:59Z,7290,335,/data/linn/newpipe_compressed/neg/2018.08.04_15:48:00_7h@1h_AARP7290_335.fits,0
3555,-30.2822,-26.9823,69,130,2018-12-27T15:41:59Z,7329,335,/data/linn/newpipe_compressed/neg/2018.12.27_15:48:00_7h@1h_AARP7329_335.fits,0
3556,-1.90715,1.24792,235,284,2018-08-10T15:41:59Z,7293,171,/data/linn/newpipe_compressed/neg/2018.08.10_15:48:00_7h@1h_AARP7293_171.fits,0
3557,-999999.0,17.4573,103,197,2018-05-23T15:41:59Z,7259,193,/data/linn/newpipe_compressed/neg/2018.05.23_15:48:00_7h@1h_AARP7259_193.fits,0
3558,-999999.0,-999999.0,49,87,2018-08-09T15:41:59Z,7295,171,/data/linn/newpipe_compressed/neg/2018.08.09_15:48:00_7h@1h_AARP7295_171.fits,0
3559,-999999.0,32.2761,103,222,2018-12-15T15:41:59Z,7326,211,/data/linn/newpipe_compressed/neg/2018.12.15_15:48:00_7h@1h_AARP7326_211.fits,0
3560,11.1424,14.5385,241,290,2018-08-11T15:41:59Z,7293,211,/data/linn/newpipe_compressed/neg/2018.08.11_15:48:00_7h@1h_AARP7293_211.fits,0
3561,-999999.0,-999999.0,45,104,2018-06-29T15:41:59Z,7282,131,/data/linn/newpipe_compressed/neg/2018.06.29_15:48:00_7h@1h_AARP7282_131.fits,0
3562,-47.7065,-44.059,322,617,2018-06-14T15:41:59Z,7269,131,/data/linn/newpipe_compressed/neg/2018.06.14_15:48:00_7h@1h_AARP7269_131.fits,0
3563,75.5559,76.8921,183,205,2018-12-08T15:41:59Z,7325,211,/data/linn/newpipe_compressed/neg/2018.12.08_15:48:00_7h@1h_AARP7325_211.fits,0
3564,48.7529,52.3464,199,252,2018-03-01T15:41:59Z,7240,193,/data/linn/newpipe_compressed/neg/2018.03.01_15:48:00_7h@1h_AARP7240_193.fits,0
3565,-2.18713,1.20609,133,245,2018-09-06T15:41:59Z,7302,171,/data/linn/newpipe_compressed/neg/2018.09.06_15:48:00_7h@1h_AARP7302_171.fits,0
3566,-59.2862,-55.9216,319,361,2018-05-09T15:41:59Z,7256,304,/data/linn/newpipe_compressed/neg/2018.05.09_15:48:00_7h@1h_AARP7256_304.fits,0
3567,-999999.0,13.2272,91,135,2018-09-06T15:41:59Z,7303,304,/data/linn/newpipe_compressed/neg/2018.09.06_15:48:00_7h@1h_AARP7303_304.fits,0
3568,-999999.0,-999999.0,285,123,2018-02-03T15:41:59Z,7237,304,/data/linn/newpipe_compressed/neg/2018.02.03_15:48:00_7h@1h_AARP7237_304.fits,0
3569,8.19866,11.3569,137,249,2018-01-02T15:41:59Z,7222,131,/data/linn/newpipe_compressed/neg/2018.01.02_15:48:00_7h@1h_AARP7222_131.fits,0
3570,-45.4432,-42.2293,285,324,2018-08-06T15:41:47Z,7292,1600,/data/linn/newpipe_compressed/neg/2018.08.06_15:48:00_7h@1h_AARP7292_1600.fits,0
3571,36.9029,40.3108,161,331,2018-05-29T15:41:59Z,7260,94,/data/linn/newpipe_compressed/neg/2018.05.29_15:48:00_7h@1h_AARP7260_94.fits,0
3572,24.8579,28.2458,249,281,2018-08-12T15:41:59Z,7293,94,/data/linn/newpipe_compressed/neg/2018.08.12_15:48:00_7h@1h_AARP7293_94.fits,0
3573,-999999.0,-999999.0,499,236,2018-07-20T15:41:59Z,7283,193,/data/linn/newpipe_compressed/neg/2018.07.20_15:48:00_7h@1h_AARP7283_193.fits,0
3574,30.9308,34.518,341,579,2018-04-27T15:41:59Z,7251,335,/data/linn/newpipe_compressed/neg/2018.04.27_15:48:00_7h@1h_AARP7251_335.fits,0
3575,-999999.0,-999999.0,157,164,2018-09-01T15:41:59Z,7302,193,/data/linn/newpipe_compressed/neg/2018.09.01_15:48:00_7h@1h_AARP7302_193.fits,0
3576,-30.1046,-26.6548,237,297,2018-01-15T15:41:59Z,7229,193,/data/linn/newpipe_compressed/neg/2018.01.15_15:48:00_7h@1h_AARP7229_193.fits,0
3577,-999999.0,-999999.0,157,253,2018-11-15T15:41:59Z,7322,193,/data/linn/newpipe_compressed/neg/2018.11.15_15:48:00_7h@1h_AARP7322_193.fits,0
3578,-6.67858,-3.43738,123,222,2018-01-03T15:41:59Z,7220,131,/data/linn/newpipe_compressed/neg/2018.01.03_15:48:00_7h@1h_AARP7220_131.fits,0
3579,4.02514,7.22959,117,300,2018-09-13T15:41:59Z,7305,335,/data/linn/newpipe_compressed/neg/2018.09.13_15:48:00_7h@1h_AARP7305_335.fits,0
3580,-11.2818,-8.02791,131,142,2018-09-17T15:41:59Z,7307,131,/data/linn/newpipe_compressed/neg/2018.09.17_15:48:00_7h@1h_AARP7307_131.fits,0
3581,7.30312,10.571,137,291,2018-05-11T15:41:59Z,7255,335,/data/linn/newpipe_compressed/neg/2018.05.11_15:48:00_7h@1h_AARP7255_335.fits,0
3582,34.9625,38.2502,195,282,2018-02-28T15:41:59Z,7240,304,/data/linn/newpipe_compressed/neg/2018.02.28_15:48:00_7h@1h_AARP7240_304.fits,0
3583,8.19866,11.3569,137,249,2018-01-02T15:41:59Z,7222,335,/data/linn/newpipe_compressed/neg/2018.01.02_15:48:00_7h@1h_AARP7222_335.fits,0
3584,11.4882,14.8631,139,249,2018-09-07T15:41:59Z,7302,171,/data/linn/newpipe_compressed/neg/2018.09.07_15:48:00_7h@1h_AARP7302_171.fits,0
3585,-19.4331,-16.235,139,293,2018-05-09T15:41:59Z,7255,335,/data/linn/newpipe_compressed/neg/2018.05.09_15:48:00_7h@1h_AARP7255_335.fits,0
3586,-68.6692,-65.5984,333,326,2018-02-05T15:41:59Z,7237,335,/data/linn/newpipe_compressed/neg/2018.02.05_15:48:00_7h@1h_AARP7237_335.fits,0
3587,-999999.0,51.8202,289,300,2018-08-13T15:41:59Z,7292,304,/data/linn/newpipe_compressed/neg/2018.08.13_15:48:00_7h@1h_AARP7292_304.fits,0
3588,-999999.0,-999999.0,145,96,2018-02-01T15:41:59Z,7236,94,/data/linn/newpipe_compressed/neg/2018.02.01_15:48:00_7h@1h_AARP7236_94.fits,0
3589,-56.4518,-53.3492,329,445,2018-02-06T15:41:59Z,7237,171,/data/linn/newpipe_compressed/neg/2018.02.06_15:48:00_7h@1h_AARP7237_171.fits,0
3590,-999999.0,-999999.0,107,246,2018-01-08T15:41:59Z,7224,193,/data/linn/newpipe_compressed/neg/2018.01.08_15:48:00_7h@1h_AARP7224_193.fits,0
3591,-999999.0,-999999.0,95,140,2018-09-07T15:41:59Z,7303,171,/data/linn/newpipe_compressed/neg/2018.09.07_15:48:00_7h@1h_AARP7303_171.fits,0
3592,-999999.0,-999999.0,129,137,2018-09-18T15:41:59Z,7307,304,/data/linn/newpipe_compressed/neg/2018.09.18_15:48:00_7h@1h_AARP7307_304.fits,0
3593,-35.5642,-31.9599,235,415,2018-08-20T15:41:59Z,7299,171,/data/linn/newpipe_compressed/neg/2018.08.20_15:48:00_7h@1h_AARP7299_171.fits,0
3594,-11.2818,-8.02791,131,142,2018-09-17T15:41:59Z,7307,193,/data/linn/newpipe_compressed/neg/2018.09.17_15:48:00_7h@1h_AARP7307_193.fits,0
3595,-33.4418,-30.0081,127,229,2018-01-01T15:41:59Z,7220,193,/data/linn/newpipe_compressed/neg/2018.01.01_15:48:00_7h@1h_AARP7220_193.fits,0
3596,-46.6178,-43.4961,436,627,2018-05-26T15:41:59Z,7262,335,/data/linn/newpipe_compressed/neg/2018.05.26_15:48:00_7h@1h_AARP7262_335.fits,0
3597,46.1981,49.5017,331,563,2018-06-21T15:41:59Z,7269,131,/data/linn/newpipe_compressed/neg/2018.06.21_15:48:00_7h@1h_AARP7269_131.fits,0
3598,35.4598,38.851,346,563,2018-02-13T15:41:59Z,7237,211,/data/linn/newpipe_compressed/neg/2018.02.13_15:48:00_7h@1h_AARP7237_211.fits,0
3599,-61.731,-58.4318,333,383,2018-04-20T15:41:59Z,7251,211,/data/linn/newpipe_compressed/neg/2018.04.20_15:48:00_7h@1h_AARP7251_211.fits,0
3600,-50.8297,-47.1959,293,366,2018-06-21T15:41:59Z,7276,131,/data/linn/newpipe_compressed/neg/2018.06.21_15:48:00_7h@1h_AARP7276_131.fits,0
3601,-999999.0,-999999.0,259,223,2018-08-28T15:41:59Z,7299,171,/data/linn/newpipe_compressed/neg/2018.08.28_15:48:00_7h@1h_AARP7299_171.fits,0
3602,-999999.0,-999999.0,109,101,2018-08-12T15:41:59Z,7296,335,/data/linn/newpipe_compressed/neg/2018.08.12_15:48:00_7h@1h_AARP7296_335.fits,0
3603,61.0485,64.8039,185,293,2018-12-07T15:41:59Z,7325,171,/data/linn/newpipe_compressed/neg/2018.12.07_15:48:00_7h@1h_AARP7325_171.fits,0
3604,-30.1777,-27.0293,193,301,2018-12-27T15:41:59Z,7328,335,/data/linn/newpipe_compressed/neg/2018.12.27_15:48:00_7h@1h_AARP7328_335.fits,0
